Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-hzku,randomiser-fj1y,Question Key,Response
10,1571812507351,23/10/2019 06:35:07,1571812507105,-7,22/10/2019 23:35:07,10353,4,questionnaire-kcu3,,3231376,5da7fa321f35d50012a29f15,896463,,complete,,5daff43cbe619700163600e2,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 77.0.3865.120,1440x900,1440x821,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571812507351,23/10/2019 06:35:07,1571812507106,-7,22/10/2019 23:35:07,10353,4,questionnaire-kcu3,,3231376,5da7fa321f35d50012a29f15,896463,,complete,,5daff43cbe619700163600e2,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 77.0.3865.120,1440x900,1440x821,,consent form,8,eligible,1,END QUESTIONNAIRE,79462
1,1571814028998,23/10/2019 07:00:28,1571814013514,1,23/10/2019 08:00:13,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1536x754,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571814090135,23/10/2019 07:01:30,1571814074724,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,eligibility,Yes
3,1571814090215,23/10/2019 07:01:30,1571814074727,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,eligibility-quantised,1
4,1571814090215,23/10/2019 07:01:30,1571814074727,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571814090215,23/10/2019 07:01:30,1571814074727,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571814090215,23/10/2019 07:01:30,1571814074727,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571814090215,23/10/2019 07:01:30,1571814074727,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571814090215,23/10/2019 07:01:30,1571814074728,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571814090215,23/10/2019 07:01:30,1571814074728,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571814090215,23/10/2019 07:01:30,1571814074728,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571814090215,23/10/2019 07:01:30,1571814074728,1,23/10/2019 08:01:14,10353,4,questionnaire-kcu3,,3231394,5d696d1c55742f001af29220,896472,,complete,,5daffa7f6d368100151fe95c,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1536x864,1519x754,,consent form,8,eligible,2,END QUESTIONNAIRE,61214
1,1571815112196,23/10/2019 07:18:32,1571815111620,1,23/10/2019 08:18:31,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571815288414,23/10/2019 07:21:28,1571815287802,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,eligibility,Yes
3,1571815288509,23/10/2019 07:21:28,1571815287804,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,eligibility-quantised,1
4,1571815288509,23/10/2019 07:21:28,1571815287805,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571815288509,23/10/2019 07:21:28,1571815287806,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571815288509,23/10/2019 07:21:28,1571815287806,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571815288509,23/10/2019 07:21:28,1571815287806,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571815288509,23/10/2019 07:21:28,1571815287806,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571815288509,23/10/2019 07:21:28,1571815287806,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571815288509,23/10/2019 07:21:28,1571815287807,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571815288509,23/10/2019 07:21:28,1571815287807,1,23/10/2019 08:21:27,10353,4,questionnaire-kcu3,,3231428,5dadd937952fb10015a92cd1,896487,,complete,,5daffeabe28dd200103e0048,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1366x768,1366x768,,consent form,8,eligible,2,END QUESTIONNAIRE,176188
1,1571815769344,23/10/2019 07:29:29,1571815699563,10,23/10/2019 17:28:19,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571815916154,23/10/2019 07:31:56,1571815846403,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,eligibility,Yes
3,1571815916575,23/10/2019 07:31:56,1571815846408,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,eligibility-quantised,1
4,1571815916575,23/10/2019 07:31:56,1571815846408,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571815916575,23/10/2019 07:31:56,1571815846409,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571815916575,23/10/2019 07:31:56,1571815846409,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571815916575,23/10/2019 07:31:56,1571815846410,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571815916575,23/10/2019 07:31:56,1571815846411,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571815916575,23/10/2019 07:31:56,1571815846411,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571815916575,23/10/2019 07:31:56,1571815846412,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571815916575,23/10/2019 07:31:56,1571815846413,10,23/10/2019 17:30:46,10353,4,questionnaire-kcu3,,3231446,5c5ba87eca66d700017ca3a3,896494,,complete,,5db00145a257250011932502,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1504x1003,1504x892,,consent form,8,eligible,1,END QUESTIONNAIRE,146850
1,1571816383334,23/10/2019 07:39:43,1571816384230,1,23/10/2019 08:39:44,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571816407238,23/10/2019 07:40:07,1571816408198,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,eligibility,Yes
3,1571816407331,23/10/2019 07:40:07,1571816408200,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,eligibility-quantised,1
4,1571816407331,23/10/2019 07:40:07,1571816408200,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571816407331,23/10/2019 07:40:07,1571816408200,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571816407331,23/10/2019 07:40:07,1571816408200,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571816407331,23/10/2019 07:40:07,1571816408200,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571816407331,23/10/2019 07:40:07,1571816408200,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571816407331,23/10/2019 07:40:07,1571816408200,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571816407331,23/10/2019 07:40:07,1571816408201,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571816407331,23/10/2019 07:40:07,1571816408201,1,23/10/2019 08:40:08,10353,4,questionnaire-kcu3,,3231459,5da97e9cc2518f001710b233,896501,,complete,,5db003aabc51960014762aee,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1368x912,1368x799,,consent form,8,eligible,1,END QUESTIONNAIRE,23971
1,1571816646358,23/10/2019 07:44:06,1571816646236,11,23/10/2019 18:44:06,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,BEGIN QUESTIONNAIRE,
2,1571816712926,23/10/2019 07:45:12,1571816712830,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,eligibility,Yes
3,1571816713302,23/10/2019 07:45:13,1571816712832,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,eligibility-quantised,1
4,1571816713302,23/10/2019 07:45:13,1571816712832,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,consent_questions-1,I have read the information above and understand what the study involves.
5,1571816713302,23/10/2019 07:45:13,1571816712832,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571816713302,23/10/2019 07:45:13,1571816712832,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571816713302,23/10/2019 07:45:13,1571816712832,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571816713302,23/10/2019 07:45:13,1571816712832,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571816713302,23/10/2019 07:45:13,1571816712832,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571816713302,23/10/2019 07:45:13,1571816712833,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571816713302,23/10/2019 07:45:13,1571816712833,11,23/10/2019 18:45:12,10353,4,questionnaire-kcu3,,3231468,5c9808eba71932000179c919,896504,,complete,,5db004b5fcebf300142f90c2,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1920x1080,1920x937,,consent form,8,eligible,2,END QUESTIONNAIRE,66597
1,1571816974517,23/10/2019 07:49:34,1571816972428,1,23/10/2019 08:49:32,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,BEGIN QUESTIONNAIRE,
2,1571817004088,23/10/2019 07:50:04,1571817002015,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,eligibility,Yes
3,1571817006053,23/10/2019 07:50:06,1571817002021,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,eligibility-quantised,1
4,1571817006053,23/10/2019 07:50:06,1571817002021,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,consent_questions-1,I have read the information above and understand what the study involves.
5,1571817006053,23/10/2019 07:50:06,1571817002022,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,consent_questions-2,I agree that the research project named above has been explained to me to my satisfaction and I agree to take part in this study.
6,1571817006053,23/10/2019 07:50:06,1571817002022,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,consent_questions-3,I understand the inclusion and exclusion criteria in the Information Sheet and as explained to me by the researcher. I confirm that I do not fall under the exclusion criteria.
7,1571817006053,23/10/2019 07:50:06,1571817002022,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,consent_questions-4,I consent to the processing of my personal information (e.g. User Id) for the purposes of this research study and to link studies within this lab. I understand that such information will remain confidential and will be handled in accordance will all applicable data protection legislation and ethical standards in research. These data will only be accessible to the study team and individuals from the University and Funder who are responsible for monitoring and audits.
8,1571817006053,23/10/2019 07:50:06,1571817002023,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,consent_questions-5,I understand that I am free to withdraw from this study at any time without giving a reason and this will not affect my future medical care or legal rights.
9,1571817006053,23/10/2019 07:50:06,1571817002023,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,consent_questions-6,I understand the potential benefits and risks of participating the support available to me should I become distressed during the research and who to contact if I wish to lodge a complaint.
10,1571817006053,23/10/2019 07:50:06,1571817002024,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,consent_questions-7,I understand that my anonymised/pseudonymised personal data can be shared with others for future research shared in public databases and in scientific reports.
11,1571817006053,23/10/2019 07:50:06,1571817002024,1,23/10/2019 08:50:02,10353,4,questionnaire-kcu3,,3231476,5d986f64875e040017a2742f,896506,,complete,,5db005d3e4688e00142ca4f3,computer,Desktop or Laptop,Chromium OS 12239.92.0,Chrome 76.0.3809.136,1366x768,1366x609,,consent form,8,eligible,1,END QUESTIONNAIRE,29597
